0.125,0,0,0,0,0,0,0
0,0.125,0,0,0,0,0,0
0,0,0.125,0,0,0,0,0
0,0,0,0.125,0,0,0,0
0,0,0,0,0.125,0,0,0
0,0,0,0,0,0.125,0,0
0,0,0,0,0,0,0.125,0
0,0,0,0,0,0,0,0.125
0.125375,0,0,0,0,0,0,0.0005
0,0.124875,0,0,0,0,0,0
0,0,0.124875,0,0,0,0,0
0,0,0,0.124875,0,0,0,0
0,0,0,0,0.124875,0,0,0
0,0,0,0,0,0.124875,0,0
0,0,0,0,0,0,0.124875,0
0.0005,0,0,0,0,0,0,0.125375
0.12575,0,0,0,0,0,0,0.001
0,0.12475,0,0,0,0,0,0
0,0,0.12475,0,0,0,0,0
0,0,0,0.12475,0,0,0,0
0,0,0,0,0.12475,0,0,0
0,0,0,0,0,0.12475,0,0
0,0,0,0,0,0,0.12475,0
0.001,0,0,0,0,0,0,0.12575
0.126125,0,0,0,0,0,0,0.0015
0,0.124625,0,0,0,0,0,0
0,0,0.124625,0,0,0,0,0
0,0,0,0.124625,0,0,0,0
0,0,0,0,0.124625,0,0,0
0,0,0,0,0,0.124625,0,0
0,0,0,0,0,0,0.124625,0
0.0015,0,0,0,0,0,0,0.126125
0.1265,0,0,0,0,0,0,0.002
0,0.1245,0,0,0,0,0,0
0,0,0.1245,0,0,0,0,0
0,0,0,0.1245,0,0,0,0
0,0,0,0,0.1245,0,0,0
0,0,0,0,0,0.1245,0,0
0,0,0,0,0,0,0.1245,0
0.002,0,0,0,0,0,0,0.1265
0.126875,0,0,0,0,0,0,0.0025
0,0.124375,0,0,0,0,0,0
0,0,0.124375,0,0,0,0,0
0,0,0,0.124375,0,0,0,0
0,0,0,0,0.124375,0,0,0
0,0,0,0,0,0.124375,0,0
0,0,0,0,0,0,0.124375,0
0.0025,0,0,0,0,0,0,0.126875
0.12725,0,0,0,0,0,0,0.003
0,0.12425,0,0,0,0,0,0
0,0,0.12425,0,0,0,0,0
0,0,0,0.12425,0,0,0,0
0,0,0,0,0.12425,0,0,0
0,0,0,0,0,0.12425,0,0
0,0,0,0,0,0,0.12425,0
0.003,0,0,0,0,0,0,0.12725
0.127625,0,0,0,0,0,0,0.0035
0,0.124125,0,0,0,0,0,0
0,0,0.124125,0,0,0,0,0
0,0,0,0.124125,0,0,0,0
0,0,0,0,0.124125,0,0,0
0,0,0,0,0,0.124125,0,0
0,0,0,0,0,0,0.124125,0
0.0035,0,0,0,0,0,0,0.127625
0.128,0,0,0,0,0,0,0.004
0,0.124,0,0,0,0,0,0
0,0,0.124,0,0,0,0,0
0,0,0,0.124,0,0,0,0
0,0,0,0,0.124,0,0,0
0,0,0,0,0,0.124,0,0
0,0,0,0,0,0,0.124,0
0.004,0,0,0,0,0,0,0.128
0.128375,0,0,0,0,0,0,0.0045
0,0.123875,0,0,0,0,0,0
0,0,0.123875,0,0,0,0,0
0,0,0,0.123875,0,0,0,0
0,0,0,0,0.123875,0,0,0
0,0,0,0,0,0.123875,0,0
0,0,0,0,0,0,0.123875,0
0.0045,0,0,0,0,0,0,0.128375
0.12875,0,0,0,0,0,0,0.005
0,0.12375,0,0,0,0,0,0
0,0,0.12375,0,0,0,0,0
0,0,0,0.12375,0,0,0,0
0,0,0,0,0.12375,0,0,0
0,0,0,0,0,0.12375,0,0
0,0,0,0,0,0,0.12375,0
0.005,0,0,0,0,0,0,0.12875
0.129125,0,0,0,0,0,0,0.0055
0,0.123625,0,0,0,0,0,0
0,0,0.123625,0,0,0,0,0
0,0,0,0.123625,0,0,0,0
0,0,0,0,0.123625,0,0,0
0,0,0,0,0,0.123625,0,0
0,0,0,0,0,0,0.123625,0
0.0055,0,0,0,0,0,0,0.129125
0.1295,0,0,0,0,0,0,0.006
0,0.1235,0,0,0,0,0,0
0,0,0.1235,0,0,0,0,0
0,0,0,0.1235,0,0,0,0
0,0,0,0,0.1235,0,0,0
0,0,0,0,0,0.1235,0,0
0,0,0,0,0,0,0.1235,0
0.006,0,0,0,0,0,0,0.1295
0.129875,0,0,0,0,0,0,0.0065
0,0.123375,0,0,0,0,0,0
0,0,0.123375,0,0,0,0,0
0,0,0,0.123375,0,0,0,0
0,0,0,0,0.123375,0,0,0
0,0,0,0,0,0.123375,0,0
0,0,0,0,0,0,0.123375,0
0.0065,0,0,0,0,0,0,0.129875
0.13025,0,0,0,0,0,0,0.007
0,0.12325,0,0,0,0,0,0
0,0,0.12325,0,0,0,0,0
0,0,0,0.12325,0,0,0,0
0,0,0,0,0.12325,0,0,0
0,0,0,0,0,0.12325,0,0
0,0,0,0,0,0,0.12325,0
0.007,0,0,0,0,0,0,0.13025
0.130625,0,0,0,0,0,0,0.0075
0,0.123125,0,0,0,0,0,0
0,0,0.123125,0,0,0,0,0
0,0,0,0.123125,0,0,0,0
0,0,0,0,0.123125,0,0,0
0,0,0,0,0,0.123125,0,0
0,0,0,0,0,0,0.123125,0
0.0075,0,0,0,0,0,0,0.130625
0.131,0,0,0,0,0,0,0.008
0,0.123,0,0,0,0,0,0
0,0,0.123,0,0,0,0,0
0,0,0,0.123,0,0,0,0
0,0,0,0,0.123,0,0,0
0,0,0,0,0,0.123,0,0
0,0,0,0,0,0,0.123,0
0.008,0,0,0,0,0,0,0.131
0.131375,0,0,0,0,0,0,0.0085
0,0.122875,0,0,0,0,0,0
0,0,0.122875,0,0,0,0,0
0,0,0,0.122875,0,0,0,0
0,0,0,0,0.122875,0,0,0
0,0,0,0,0,0.122875,0,0
0,0,0,0,0,0,0.122875,0
0.0085,0,0,0,0,0,0,0.131375
0.13175,0,0,0,0,0,0,0.009
0,0.12275,0,0,0,0,0,0
0,0,0.12275,0,0,0,0,0
0,0,0,0.12275,0,0,0,0
0,0,0,0,0.12275,0,0,0
0,0,0,0,0,0.12275,0,0
0,0,0,0,0,0,0.12275,0
0.009,0,0,0,0,0,0,0.13175
0.132125,0,0,0,0,0,0,0.0095
0,0.122625,0,0,0,0,0,0
0,0,0.122625,0,0,0,0,0
0,0,0,0.122625,0,0,0,0
0,0,0,0,0.122625,0,0,0
0,0,0,0,0,0.122625,0,0
0,0,0,0,0,0,0.122625,0
0.0095,0,0,0,0,0,0,0.132125
0.1325,0,0,0,0,0,0,0.01
0,0.1225,0,0,0,0,0,0
0,0,0.1225,0,0,0,0,0
0,0,0,0.1225,0,0,0,0
0,0,0,0,0.1225,0,0,0
0,0,0,0,0,0.1225,0,0
0,0,0,0,0,0,0.1225,0
0.01,0,0,0,0,0,0,0.1325
0.132875,0,0,0,0,0,0,0.0105
0,0.122375,0,0,0,0,0,0
0,0,0.122375,0,0,0,0,0
0,0,0,0.122375,0,0,0,0
0,0,0,0,0.122375,0,0,0
0,0,0,0,0,0.122375,0,0
0,0,0,0,0,0,0.122375,0
0.0105,0,0,0,0,0,0,0.132875
0.13325,0,0,0,0,0,0,0.011
0,0.12225,0,0,0,0,0,0
0,0,0.12225,0,0,0,0,0
0,0,0,0.12225,0,0,0,0
0,0,0,0,0.12225,0,0,0
0,0,0,0,0,0.12225,0,0
0,0,0,0,0,0,0.12225,0
0.011,0,0,0,0,0,0,0.13325
0.133625,0,0,0,0,0,0,0.0115
0,0.122125,0,0,0,0,0,0
0,0,0.122125,0,0,0,0,0
0,0,0,0.122125,0,0,0,0
0,0,0,0,0.122125,0,0,0
0,0,0,0,0,0.122125,0,0
0,0,0,0,0,0,0.122125,0
0.0115,0,0,0,0,0,0,0.133625
0.134,0,0,0,0,0,0,0.012
0,0.122,0,0,0,0,0,0
0,0,0.122,0,0,0,0,0
0,0,0,0.122,0,0,0,0
0,0,0,0,0.122,0,0,0
0,0,0,0,0,0.122,0,0
0,0,0,0,0,0,0.122,0
0.012,0,0,0,0,0,0,0.134
0.134375,0,0,0,0,0,0,0.0125
0,0.121875,0,0,0,0,0,0
0,0,0.121875,0,0,0,0,0
