0.25,0,0,0,0,0,0,0
0,0.25,0,0,0,0,0,0
0,0,0.25,0,0,0,0,0
0,0,0,0.25,0,0,0,0
0,0,0,0,0.25,0,-0.125,0
0,0,0,0,0,0.25,0,-0.125
0,0,0,0,-0.125,0,0.25,0
0,0,0,0,0,-0.125,0,0.25
0.25,0,0.00397219463753726,0,0.00397219463753726,0,0.0040037512980142,0
0,0.25,0,0.00397219463753726,0,0.00397219463753726,0,0.0040037512980142
0.00397219463753726,0,0.25,0,0.0040037512980142,0,0.00397219463753726,0
0,0.00397219463753726,0,0.25,0,0.0040037512980142,0,0.00397219463753726
0.00397219463753726,0,0.0040037512980142,0,0.25,0,-0.123021791846351,0
0,0.00397219463753726,0,0.0040037512980142,0,0.25,0,-0.123021791846351
0.0040037512980142,0,0.00397219463753726,0,-0.123021791846351,0,0.25,0
0,0.0040037512980142,0,0.00397219463753726,0,-0.123021791846351,0,0.25
0.25,0,0.00788954635108484,0,0.00788954635108483,0,0.00801403623433663,0
0,0.25,0,0.00788954635108484,0,0.00788954635108483,0,0.00801403623433663
0.00788954635108484,0,0.25,0,0.00801403623433663,0,0.00788954635108483,0
0,0.00788954635108484,0,0.25,0,0.00801403623433663,0,0.00788954635108483
0.00788954635108483,0,0.00801403623433663,0,0.25,0,-0.12108634929527,0
0,0.00788954635108483,0,0.00801403623433663,0,0.25,0,-0.12108634929527
0.00801403623433663,0,0.00788954635108483,0,-0.12108634929527,0,0.25,0
0,0.00801403623433663,0,0.00788954635108483,0,-0.12108634929527,0,0.25
0.25,0,0.0117531831537708,0,0.0117531831537708,0,0.012029457782263,0
0,0.25,0,0.0117531831537708,0,0.0117531831537708,0,0.012029457782263
0.0117531831537708,0,0.25,0,0.012029457782263,0,0.0117531831537708,0
0,0.0117531831537708,0,0.25,0,0.012029457782263,0,0.0117531831537708
0.0117531831537708,0,0.012029457782263,0,0.25,0,-0.119192477080238,0
0,0.0117531831537708,0,0.012029457782263,0,0.25,0,-0.119192477080238
0.012029457782263,0,0.0117531831537708,0,-0.119192477080238,0,0.25,0
0,0.012029457782263,0,0.0117531831537708,0,-0.119192477080238,0,0.25
0.25,0,0.0155642023346304,0,0.0155642023346304,0,0.016048691123257,0
0,0.25,0,0.0155642023346304,0,0.0155642023346304,0,0.016048691123257
0.0155642023346304,0,0.25,0,0.016048691123257,0,0.0155642023346304,0
0,0.0155642023346304,0,0.25,0,0.016048691123257,0,0.0155642023346304
0.0155642023346304,0,0.016048691123257,0,0.25,0,-0.117339021029841,0
0,0.0155642023346304,0,0.016048691123257,0,0.25,0,-0.117339021029841
0.016048691123257,0,0.0155642023346304,0,-0.117339021029841,0,0.25,0
0,0.016048691123257,0,0.0155642023346304,0,-0.117339021029841,0,0.25
0.25,0,0.0193236714975846,0,0.0193236714975846,0,0.0200704800578776,0
0,0.25,0,0.0193236714975846,0,0.0193236714975846,0,0.0200704800578776
0.0193236714975846,0,0.25,0,0.0200704800578776,0,0.0193236714975846,0
0,0.0193236714975846,0,0.25,0,0.0200704800578776,0,0.0193236714975846
0.0193236714975846,0,0.0200704800578776,0,0.25,0,-0.115524866391281,0
0,0.0193236714975846,0,0.0200704800578776,0,0.25,0,-0.115524866391281
0.0200704800578776,0,0.0193236714975846,0,-0.115524866391281,0,0.25,0
0,0.0200704800578776,0,0.0193236714975846,0,-0.115524866391281,0,0.25
0.25,0,0.0230326295585413,0,0.0230326295585413,0,0.0240936336073032,0
0,0.25,0,0.0230326295585413,0,0.0230326295585413,0,0.0240936336073032
0.0230326295585413,0,0.25,0,0.0240936336073032,0,0.0230326295585413,0
0,0.0230326295585413,0,0.25,0,0.0240936336073032,0,0.0230326295585413
0.0230326295585413,0,0.0240936336073032,0,0.25,0,-0.11374893623292,0
0,0.0230326295585413,0,0.0240936336073032,0,0.25,0,-0.11374893623292
0.0240936336073032,0,0.0230326295585413,0,-0.11374893623292,0,0.25,0
0,0.0240936336073032,0,0.0230326295585413,0,-0.11374893623292,0,0.25
0.25,0,0.0266920877025739,0,0.0266920877025739,0,0.0281170227944176,0
0,0.25,0,0.0266920877025739,0,0.0266920877025739,0,0.0281170227944176
0.0266920877025739,0,0.25,0,0.0281170227944176,0,0.0266920877025739,0
0,0.0266920877025739,0,0.25,0,0.0281170227944176,0,0.0266920877025739
0.0266920877025739,0,0.0281170227944176,0,0.25,0,-0.112010189921674,0
0,0.0266920877025739,0,0.0281170227944176,0,0.25,0,-0.112010189921674
0.0281170227944176,0,0.0266920877025739,0,-0.112010189921674,0,0.25,0
0,0.0281170227944176,0,0.0266920877025739,0,-0.112010189921674,0,0.25
0.25,0,0.0303030303030303,0,0.0303030303030304,0,0.032139577594123,0
0,0.25,0,0.0303030303030303,0,0.0303030303030304,0,0.032139577594123
0.0303030303030303,0,0.25,0,0.032139577594123,0,0.0303030303030304,0
0,0.0303030303030303,0,0.25,0,0.032139577594123,0,0.0303030303030304
0.0303030303030304,0,0.032139577594123,0,0.25,0,-0.110307621671258,0
0,0.0303030303030304,0,0.032139577594123,0,0.25,0,-0.110307621671258
0.032139577594123,0,0.0303030303030304,0,-0.110307621671258,0,0.25,0
0,0.032139577594123,0,0.0303030303030304,0,-0.110307621671258,0,0.25
0.25,0,0.0338664158043274,0,0.0338664158043274,0,0.0361602840431905,0
0,0.25,0,0.0338664158043274,0,0.0338664158043274,0,0.0361602840431905
0.0338664158043274,0,0.25,0,0.0361602840431905,0,0.0338664158043274,0
0,0.0338664158043274,0,0.25,0,0.0361602840431905,0,0.0338664158043274
0.0338664158043274,0,0.0361602840431905,0,0.25,0,-0.108640259157552,0
0,0.0338664158043274,0,0.0361602840431905,0,0.25,0,-0.108640259157552
0.0361602840431905,0,0.0338664158043274,0,-0.108640259157552,0,0.25,0
0,0.0361602840431905,0,0.0338664158043274,0,-0.108640259157552,0,0.25
0.25,0,0.0373831775700934,0,0.0373831775700934,0,0.0401781815005677,0
0,0.25,0,0.0373831775700934,0,0.0373831775700934,0,0.0401781815005677
0.0373831775700934,0,0.25,0,0.0401781815005677,0,0.0373831775700934,0
0,0.0373831775700934,0,0.25,0,0.0401781815005677,0,0.0373831775700934
0.0373831775700934,0,0.0401781815005677,0,0.25,0,-0.107007162197572,0
0,0.0373831775700934,0,0.0401781815005677,0,0.25,0,-0.107007162197572
0.0401781815005677,0,0.0373831775700934,0,-0.107007162197572,0,0.25,0
0,0.0401781815005677,0,0.0373831775700934,0,-0.107007162197572,0,0.25
0.25,0,0.0408542246982358,0,0.0408542246982358,0,0.0441923600496237,0
0,0.25,0,0.0408542246982358,0,0.0408542246982358,0,0.0441923600496237
0.0408542246982358,0,0.25,0,0.0441923600496237,0,0.0408542246982358,0
